Название гранта;Ссылка;Описание;Дедлайн
 Конкурс видеороликов «Зеленый экран»;https://nsuem.ru/detail.php?ID=131649;"Организаторы: АНО «Равноправие», ООО «Ангел — ДетствоХранитель» и Федеральный центр дополнительного образования и организации отдыха и оздоровления детей.

Участниками конкурса могут стать жители любого уголка России и даже из-за границы. Работу можно подготовить самостоятельно или в команде. Для участия нужно снять социальный видеоролик на одну из заявленных тем и опубликовать его на личной странице или группе в социальных сетях Вконтакте или Инстаграм.

Темы конкурса:
✔климат;
✔озеро Байкал;
✔Арктика;
✔обращение с отходами;
✔лесные ресурсы;
✔охрана водных ресурсов;
✔охрана редких и исчезающих животных и растений;
✔охрана почвенного покрова;
✔цели в области устойчивого развития.

О требованиях к роликам: продолжительность – не более 5 минут, разрешение – высокое (1920х1080), а ориентация кадра – горизонтальная. Можно использовать разные жанры и материалы, но не забывать о соблюдении авторских прав.

Подробности конкурса и положение: https://dictant.site/ekondiktant-2021-konkurs-zelenyj-ekran.html";Срок подачи заявок: до 18.07.2021
